"","health_board","LSOA_name","LSOA_code","patients","Locality","total_locality_pop","prop_of_locality","Code","items","cost","quantity","item","items_per_lsoa","cost_per_lsoa","quantity_per_lsoa"
"1259","Aneurin Bevan University Health Board","Newport 012C","W01001603",1699,"Newport",174900,0.00971412235563179,"6B9",63321,810359.1271,94169,"inhalers",615.107941680961,7871.92771265237,914.76918810749
"1260","Aneurin Bevan University Health Board","Newport 012D","W01001604",1711,"Newport",174900,0.00978273299028016,"6B9",63321,810359.1271,94169,"inhalers",619.45243567753,7927.5269666558,921.230182961692
"1261","Aneurin Bevan University Health Board","Newport 014A","W01001605",1449,"Newport",174900,0.00828473413379074,"6B9",63321,810359.1271,94169,"inhalers",524.597650085763,6713.60992091424,780.16512864494
"1262","Aneurin Bevan University Health Board","Newport 008A","W01001606",1285,"Newport",174900,0.00734705546026301,"6B9",63321,810359.1271,94169,"inhalers",465.222898799314,5953.75344953402,691.864865637507
"1263","Aneurin Bevan University Health Board","Newport 015A","W01001607",1497,"Newport",174900,0.00855917667238422,"6B9",63321,810359.1271,94169,"inhalers",541.975626072041,6936.00693692796,806.00910806175
"1264","Aneurin Bevan University Health Board","Newport 008B","W01001608",1515,"Newport",174900,0.00866209262435678,"6B9",63321,810359.1271,94169,"inhalers",548.492367066895,7019.40581793311,815.700600343053
"1265","Aneurin Bevan University Health Board","Newport 015B","W01001609",2024,"Newport",174900,0.0115723270440252,"6B9",63321,810359.1271,94169,"inhalers",732.771320754717,9377.74084191195,1089.75446540881
"1266","Aneurin Bevan University Health Board","Newport 015C","W01001610",1568,"Newport",174900,0.00896512292738708,"6B9",63321,810359.1271,94169,"inhalers",567.680548885077,7264.96918978159,844.236660949114
"1267","Aneurin Bevan University Health Board","Newport 011A","W01001611",1337,"Newport",174900,0.00764436821040595,"6B9",63321,810359.1271,94169,"inhalers",484.049039451115,6194.68355021555,719.862510005718
"1268","Aneurin Bevan University Health Board","Newport 011B","W01001612",1613,"Newport",174900,0.00922241280731847,"6B9",63321,810359.1271,94169,"inhalers",583.972401372213,7473.46639229445,868.465391652373
"1269","Aneurin Bevan University Health Board","Newport 011C","W01001613",1622,"Newport",174900,0.00927387078330475,"6B9",63321,810359.1271,94169,"inhalers",587.23077186964,7515.16583279703,873.311137793025
"1270","Aneurin Bevan University Health Board","Newport 005A","W01001614",1683,"Newport",174900,0.00962264150943396,"6B9",63321,810359.1271,94169,"inhalers",609.315283018868,7797.79537398113,906.154528301887
"1271","Aneurin Bevan University Health Board","Newport 005B","W01001615",1688,"Newport",174900,0.00965122927387078,"6B9",63321,810359.1271,94169,"inhalers",611.125488850772,7820.96172981589,908.846609491138
"1272","Aneurin Bevan University Health Board","Newport 005C","W01001616",1442,"Newport",174900,0.00824471126357919,"6B9",63321,810359.1271,94169,"inhalers",522.063361921098,6681.17702274557,776.396214979989
"1273","Aneurin Bevan University Health Board","Newport 003A","W01001617",1443,"Newport",174900,0.00825042881646655,"6B9",63321,810359.1271,94169,"inhalers",522.425403087479,6685.81029391252,776.934631217839
"1274","Aneurin Bevan University Health Board","Newport 003B","W01001618",1243,"Newport",174900,0.00710691823899371,"6B9",63321,810359.1271,94169,"inhalers",450.017169811321,5759.15606052201,669.251383647799
"1275","Aneurin Bevan University Health Board","Newport 003C","W01001619",1464,"Newport",174900,0.0083704974271012,"6B9",63321,810359.1271,94169,"inhalers",530.028267581475,6783.10898841853,788.241372212693
"1276","Aneurin Bevan University Health Board","Newport 003D","W01001620",1804,"Newport",174900,0.010314465408805,"6B9",63321,810359.1271,94169,"inhalers",653.122264150943,8358.42118518239,971.302893081761
"1277","Aneurin Bevan University Health Board","Newport 003E","W01001621",1499,"Newport",174900,0.00857061177815895,"6B9",63321,810359.1271,94169,"inhalers",542.699708404803,6945.27347926186,807.08594053745
"1278","Aneurin Bevan University Health Board","Newport 003F","W01001622",1256,"Newport",174900,0.00718124642652945,"6B9",63321,810359.1271,94169,"inhalers",454.723704974271,5819.3885856924,676.250794739851
"1279","Aneurin Bevan University Health Board","Newport 001A","W01001623",1430,"Newport",174900,0.00817610062893082,"6B9",63321,810359.1271,94169,"inhalers",517.718867924528,6625.57776874214,769.935220125786
"1280","Aneurin Bevan University Health Board","Newport 001B","W01001624",1239,"Newport",174900,0.00708404802744425,"6B9",63321,810359.1271,94169,"inhalers",448.569005145798,5740.6229758542,667.097718696398
"1281","Aneurin Bevan University Health Board","Newport 001C","W01001625",1252,"Newport",174900,0.00715837621497999,"6B9",63321,810359.1271,94169,"inhalers",453.275540308748,5800.85550102459,674.097129788451
"1282","Aneurin Bevan University Health Board","Newport 001D","W01001626",1527,"Newport",174900,0.00873070325900515,"6B9",63321,810359.1271,94169,"inhalers",552.836861063465,7075.00507193654,822.161595197256
"1283","Aneurin Bevan University Health Board","Newport 001E","W01001627",1611,"Newport",174900,0.00921097770154374,"6B9",63321,810359.1271,94169,"inhalers",583.248319039451,7464.19984996055,867.388559176672
"1284","Aneurin Bevan University Health Board","Newport 001F","W01001628",1192,"Newport",174900,0.00681532304173814,"6B9",63321,810359.1271,94169,"inhalers",431.553070325901,5522.85923100743,641.792155517439
"1285","Aneurin Bevan University Health Board","Newport 017A","W01001629",1526,"Newport",174900,0.00872498570611778,"6B9",63321,810359.1271,94169,"inhalers",552.474819897084,7070.37180076958,821.623178959405
"1286","Aneurin Bevan University Health Board","Newport 017B","W01001630",1693,"Newport",174900,0.0096798170383076,"6B9",63321,810359.1271,94169,"inhalers",612.935694682676,7844.12808565066,911.538690680389
"1287","Aneurin Bevan University Health Board","Newport 017C","W01001631",1413,"Newport",174900,0.00807890222984563,"6B9",63321,810359.1271,94169,"inhalers",511.564168096055,6546.81215890395,760.782144082333
"1288","Aneurin Bevan University Health Board","Newport 017D","W01001632",1469,"Newport",174900,0.00839908519153802,"6B9",63321,810359.1271,94169,"inhalers",531.838473413379,6806.27534425329,790.933453401944
"1289","Aneurin Bevan University Health Board","Newport 019A","W01001633",1909,"Newport",174900,0.0109148084619783,"6B9",63321,810359.1271,94169,"inhalers",691.136586620926,8844.91465771241,1027.83659805603
"1290","Aneurin Bevan University Health Board","Newport 019B","W01001634",1664,"Newport",174900,0.00951400800457404,"6B9",63321,810359.1271,94169,"inhalers",602.436500857633,7709.76322180903,895.924619782733
"1291","Aneurin Bevan University Health Board","Newport 016A","W01001635",1294,"Newport",174900,0.00739851343624929,"6B9",63321,810359.1271,94169,"inhalers",468.481269296741,5995.45289003659,696.710611778159
"1292","Aneurin Bevan University Health Board","Newport 020A","W01001636",1986,"Newport",174900,0.0113550600343053,"6B9",63321,810359.1271,94169,"inhalers",719.013756432247,9201.67653756775,1069.2946483705
"1293","Aneurin Bevan University Health Board","Newport 016B","W01001637",2227,"Newport",174900,0.0127329902801601,"6B9",63321,810359.1271,94169,"inhalers",806.265677530017,10318.2948888033,1199.0529616924
"1294","Aneurin Bevan University Health Board","Newport 016C","W01001638",1254,"Newport",174900,0.00716981132075472,"6B9",63321,810359.1271,94169,"inhalers",453.999622641509,5810.12204335849,675.173962264151
"1295","Aneurin Bevan University Health Board","Newport 004A","W01001639",2258,"Newport",174900,0.0129102344196684,"6B9",63321,810359.1271,94169,"inhalers",817.488953687822,10461.9262949788,1215.74386506575
"1296","Aneurin Bevan University Health Board","Newport 004B","W01001640",1115,"Newport",174900,0.00637507146941109,"6B9",63321,810359.1271,94169,"inhalers",403.67590051458,5166.09735115209,600.334105202973
"1297","Aneurin Bevan University Health Board","Newport 004C","W01001641",1423,"Newport",174900,0.00813607775871927,"6B9",63321,810359.1271,94169,"inhalers",515.184579759863,6593.14487057347,766.166306460835
"1298","Aneurin Bevan University Health Board","Newport 013A","W01001642",1820,"Newport",174900,0.0104059462550029,"6B9",63321,810359.1271,94169,"inhalers",658.914922813036,8432.55352385363,979.917552887364
"1299","Aneurin Bevan University Health Board","Newport 013B","W01001643",2103,"Newport",174900,0.0120240137221269,"6B9",63321,810359.1271,94169,"inhalers",761.372572898799,9743.7692641012,1132.28934819897
"1300","Aneurin Bevan University Health Board","Newport 013C","W01001644",0,"Newport",174900,0,"6B9",63321,810359.1271,94169,"inhalers",0,0,0
"1301","Aneurin Bevan University Health Board","Newport 015D","W01001645",1392,"Newport",174900,0.00795883361921098,"6B9",63321,810359.1271,94169,"inhalers",503.961303602058,6449.51346439794,749.475403087479
"1302","Aneurin Bevan University Health Board","Newport 015E","W01001646",1627,"Newport",174900,0.00930245854774157,"6B9",63321,810359.1271,94169,"inhalers",589.040977701544,7538.33218863179,876.003218982276
"1303","Aneurin Bevan University Health Board","Newport 015F","W01001647",0,"Newport",174900,0,"6B9",63321,810359.1271,94169,"inhalers",0,0,0
"1304","Aneurin Bevan University Health Board","Newport 015G","W01001648",1641,"Newport",174900,0.00938250428816467,"6B9",63321,810359.1271,94169,"inhalers",594.109554030875,7603.19798496913,883.541046312178
"1305","Aneurin Bevan University Health Board","Newport 004D","W01001649",0,"Newport",174900,0,"6B9",63321,810359.1271,94169,"inhalers",0,0,0
"1306","Aneurin Bevan University Health Board","Newport 004E","W01001650",1466,"Newport",174900,0.00838193253287593,"6B9",63321,810359.1271,94169,"inhalers",530.752349914237,6792.37553075243,789.318204688393
"1307","Aneurin Bevan University Health Board","Newport 002A","W01001651",1558,"Newport",174900,0.00890794739851344,"6B9",63321,810359.1271,94169,"inhalers",564.060137221269,7218.63647811206,838.852498570612
"1308","Aneurin Bevan University Health Board","Newport 002B","W01001652",1964,"Newport",174900,0.0112292738707833,"6B9",63321,810359.1271,94169,"inhalers",711.04885077187,9099.7445718948,1057.44949113779
"1309","Aneurin Bevan University Health Board","Newport 002C","W01001653",1392,"Newport",174900,0.00795883361921098,"6B9",63321,810359.1271,94169,"inhalers",503.961303602058,6449.51346439794,749.475403087479
"1310","Aneurin Bevan University Health Board","Newport 002D","W01001654",1741,"Newport",174900,0.00995425957690109,"6B9",63321,810359.1271,94169,"inhalers",630.313670668954,8066.52510166438,937.382670097198
"1311","Aneurin Bevan University Health Board","Newport 002E","W01001655",1625,"Newport",174900,0.00929102344196684,"6B9",63321,810359.1271,94169,"inhalers",588.316895368782,7529.06564629788,874.926386506575
"1312","Aneurin Bevan University Health Board","Newport 020C","W01001657",1477,"Newport",174900,0.00844482561463693,"6B9",63321,810359.1271,94169,"inhalers",534.734802744425,6843.34151358891,795.240783304745
"1313","Aneurin Bevan University Health Board","Newport 020D","W01001658",2045,"Newport",174900,0.0116923956546598,"6B9",63321,810359.1271,94169,"inhalers",740.374185248714,9475.03953641795,1101.06120640366
"1314","Aneurin Bevan University Health Board","Newport 018A","W01001659",2577,"Newport",174900,0.0147341337907376,"6B9",63321,810359.1271,94169,"inhalers",932.980085763293,11939.9397972367,1387.49864493997
"1315","Aneurin Bevan University Health Board","Newport 018B","W01001660",3652,"Newport",174900,0.0208805031446541,"6B9",63321,810359.1271,94169,"inhalers",1322.17433962264,16920.7063017107,1966.29610062893
"1316","Aneurin Bevan University Health Board","Newport 018C","W01001661",3615,"Newport",174900,0.0206689536878216,"6B9",63321,810359.1271,94169,"inhalers",1308.77881646655,16749.2752685334,1946.37469982847
"1317","Aneurin Bevan University Health Board","Newport 018D","W01001662",2466,"Newport",174900,0.0140994854202401,"6B9",63321,810359.1271,94169,"inhalers",892.793516295026,11425.646697705,1327.73444253859
"1318","Aneurin Bevan University Health Board","Newport 008C","W01001663",1621,"Newport",174900,0.00926815323041738,"6B9",63321,810359.1271,94169,"inhalers",586.868730703259,7510.53256163007,872.772721555174
"1319","Aneurin Bevan University Health Board","Newport 010A","W01001664",1430,"Newport",174900,0.00817610062893082,"6B9",63321,810359.1271,94169,"inhalers",517.718867924528,6625.57776874214,769.935220125786
"1320","Aneurin Bevan University Health Board","Newport 008D","W01001665",1767,"Newport",174900,0.0101029159519726,"6B9",63321,810359.1271,94169,"inhalers",639.726740994854,8186.99015200515,951.381492281304
"1321","Aneurin Bevan University Health Board","Newport 010B","W01001666",1626,"Newport",174900,0.0092967409948542,"6B9",63321,810359.1271,94169,"inhalers",588.678936535163,7533.69891746484,875.464802744425
"1322","Aneurin Bevan University Health Board","Newport 010C","W01001667",1440,"Newport",174900,0.00823327615780446,"6B9",63321,810359.1271,94169,"inhalers",521.339279588336,6671.91048041166,775.319382504288
"1323","Aneurin Bevan University Health Board","Newport 010D","W01001668",1297,"Newport",174900,0.00741566609491138,"6B9",63321,810359.1271,94169,"inhalers",469.567392795883,6009.35270353745,698.32586049171
"1324","Aneurin Bevan University Health Board","Newport 009A","W01001669",1334,"Newport",174900,0.00762721555174385,"6B9",63321,810359.1271,94169,"inhalers",482.962915951973,6180.78373671469,718.247261292167
"1325","Aneurin Bevan University Health Board","Newport 009B","W01001670",2337,"Newport",174900,0.0133619210977702,"6B9",63321,810359.1271,94169,"inhalers",846.090205831904,10827.9547171681,1258.27874785592
"1326","Aneurin Bevan University Health Board","Newport 016D","W01001671",2671,"Newport",174900,0.0152715837621498,"6B9",63321,810359.1271,94169,"inhalers",967.011955403087,12375.4672869302,1438.10977129788
"1327","Aneurin Bevan University Health Board","Newport 009C","W01001672",0,"Newport",174900,0,"6B9",63321,810359.1271,94169,"inhalers",0,0,0
"1328","Aneurin Bevan University Health Board","Newport 009D","W01001673",1471,"Newport",174900,0.00841052029731275,"6B9",63321,810359.1271,94169,"inhalers",532.562555746141,6815.54188658719,792.010285877644
"1329","Aneurin Bevan University Health Board","Newport 009E","W01001674",1661,"Newport",174900,0.00949685534591195,"6B9",63321,810359.1271,94169,"inhalers",601.350377358491,7695.86340830818,894.309371069182
"1330","Aneurin Bevan University Health Board","Newport 007A","W01001675",1773,"Newport",174900,0.0101372212692967,"6B9",63321,810359.1271,94169,"inhalers",641.898987993139,8214.78977900686,954.611989708405
"1331","Aneurin Bevan University Health Board","Newport 007B","W01001676",2289,"Newport",174900,0.0130874785591767,"6B9",63321,810359.1271,94169,"inhalers",828.712229845626,10605.5577011544,1232.43476843911
"1332","Aneurin Bevan University Health Board","Newport 007C","W01001677",1427,"Newport",174900,0.00815894797026872,"6B9",63321,810359.1271,94169,"inhalers",516.632744425386,6611.67795524128,768.319971412236
"1333","Aneurin Bevan University Health Board","Newport 005D","W01001678",1701,"Newport",174900,0.00972555746140652,"6B9",63321,810359.1271,94169,"inhalers",615.832024013722,7881.19425498628,915.84602058319
"1334","Aneurin Bevan University Health Board","Newport 007D","W01001679",1162,"Newport",174900,0.00664379645511721,"6B9",63321,810359.1271,94169,"inhalers",420.691835334477,5383.86109599886,625.639668381933
"1335","Aneurin Bevan University Health Board","Newport 007E","W01001680",1460,"Newport",174900,0.00834762721555174,"6B9",63321,810359.1271,94169,"inhalers",528.580102915952,6764.57590375072,786.087707261292
"1336","Aneurin Bevan University Health Board","Newport 006B","W01001681",1423,"Newport",174900,0.00813607775871927,"6B9",63321,810359.1271,94169,"inhalers",515.184579759863,6593.14487057347,766.166306460835
"1337","Aneurin Bevan University Health Board","Newport 006C","W01001682",1415,"Newport",174900,0.00809033733562035,"6B9",63321,810359.1271,94169,"inhalers",512.288250428816,6556.07870123785,761.858976558033
"1338","Aneurin Bevan University Health Board","Newport 006D","W01001683",1121,"Newport",174900,0.00640937678673528,"6B9",63321,810359.1271,94169,"inhalers",405.848147512865,5193.8969781538,603.564602630074
"1339","Aneurin Bevan University Health Board","Newport 006E","W01001684",1501,"Newport",174900,0.00858204688393368,"6B9",63321,810359.1271,94169,"inhalers",543.423790737564,6954.54002159577,808.16277301315
"1340","Aneurin Bevan University Health Board","Newport 014B","W01001685",2318,"Newport",174900,0.0132532875929102,"6B9",63321,810359.1271,94169,"inhalers",839.211423670669,10739.922564996,1248.04883933676
"1341","Aneurin Bevan University Health Board","Newport 014C","W01001686",1514,"Newport",174900,0.00865637507146941,"6B9",63321,810359.1271,94169,"inhalers",548.130325900515,7014.77254676615,815.162184105203
"1342","Aneurin Bevan University Health Board","Newport 014D","W01001687",3210,"Newport",174900,0.0183533447684391,"6B9",63321,810359.1271,94169,"inhalers",1162.15214408233,14872.8004459177,1728.31612349914
"1343","Aneurin Bevan University Health Board","Newport 019C","W01001688",0,"Newport",174900,0,"6B9",63321,810359.1271,94169,"inhalers",0,0,0
"1344","Aneurin Bevan University Health Board","Newport 019D","W01001689",1980,"Newport",174900,0.0113207547169811,"6B9",63321,810359.1271,94169,"inhalers",716.841509433962,9173.87691056604,1066.0641509434
"1345","Aneurin Bevan University Health Board","Newport 013D","W01001690",2753,"Newport",174900,0.0157404230989137,"6B9",63321,810359.1271,94169,"inhalers",996.699331046312,12755.3955226204,1482.2599028016
"1346","Aneurin Bevan University Health Board","Newport 011D","W01001691",1963,"Newport",174900,0.0112235563178959,"6B9",63321,810359.1271,94169,"inhalers",710.686809605489,9095.11130072785,1056.91107489994
"1347","Aneurin Bevan University Health Board","Newport 011E","W01001692",2564,"Newport",174900,0.0146598056032018,"6B9",63321,810359.1271,94169,"inhalers",928.273550600343,11879.7072720663,1380.49923384791
"1348","Aneurin Bevan University Health Board","Newport 013E","W01001693",3000,"Newport",174900,0.0171526586620926,"6B9",63321,810359.1271,94169,"inhalers",1086.12349914237,13899.8135008576,1615.2487135506
"1349","Aneurin Bevan University Health Board","Monmouthshire 010G","W01001908",2215,"Monmouthshire",97944,0.0226149636526995,"6A1",33740,458023.8547,44266,"inhalers",763.028873642081,10358.1928261098,1001.0739810504
"1350","Aneurin Bevan University Health Board","Monmouthshire 002F","W01001909",0,"Monmouthshire",97944,0,"6A1",33740,458023.8547,44266,"inhalers",0,0,0
"1351","Aneurin Bevan University Health Board","Newport 020E","W01001912",1597,"Newport",174900,0.00913093196112064,"6B9",63321,810359.1271,94169,"inhalers",578.17974271012,7399.33405362321,859.85073184677
"1352","Aneurin Bevan University Health Board","Newport 020F","W01001913",1302,"Newport",174900,0.0074442538593482,"6B9",63321,810359.1271,94169,"inhalers",471.377598627787,6032.51905937221,701.017941680961
"1353","Aneurin Bevan University Health Board","Blaenau Gwent 009F","W01001973",2414,"Blaenau Gwent",71369,0.0338242093906318,"6C2",40180,454788.6174,57046,"inhalers",1359.05673331559,15382.8654234135,1929.53584889798
"1354","Aneurin Bevan University Health Board","Monmouthshire 002G","W01001974",1482,"Monmouthshire",97944,0.0151310953197746,"6A1",33740,458023.8547,44266,"inhalers",510.523156089194,6930.40260419628,669.793065425141
"1355","Aneurin Bevan University Health Board","Monmouthshire 002H","W01001975",1304,"Monmouthshire",97944,0.0133137302948624,"6A1",33740,458023.8547,44266,"inhalers",449.205260148656,6098.00607008903,589.345585232378
"1356","Aneurin Bevan University Health Board","Monmouthshire 003F","W01001976",1817,"Monmouthshire",97944,0.0185514171363228,"6A1",33740,458023.8547,44266,"inhalers",625.924814179531,8496.9915869262,821.197030956465
"1357","Aneurin Bevan University Health Board","Monmouthshire 003G","W01001977",1517,"Monmouthshire",97944,0.0154884423752348,"6A1",33740,458023.8547,44266,"inhalers",522.580045740423,7094.07608000388,685.611390182145
"1358","Aneurin Bevan University Health Board","Monmouthshire 004G","W01001978",1575,"Monmouthshire",97944,0.0160806174957118,"6A1",33740,458023.8547,44266,"inhalers",542.560034305317,7365.3064113422,711.82461406518
"1359","Aneurin Bevan University Health Board","Monmouthshire 004H","W01001979",2056,"Monmouthshire",97944,0.0209915870293229,"6A1",33740,458023.8547,44266,"inhalers",708.256146369354,9614.64760744099,929.213591440007
"1360","Aneurin Bevan University Health Board","Monmouthshire 005F","W01001980",2240,"Monmouthshire",97944,0.0228702115494568,"6A1",33740,458023.8547,44266,"inhalers",771.640937678673,10475.1024516867,1012.37278444826
"1361","Aneurin Bevan University Health Board","Newport 004F","W01002026",3077,"Newport",174900,0.0175929102344197,"6B9",63321,810359.1271,94169,"inhalers",1114.00066895369,14256.575380713,1656.70676386507
"1362","Aneurin Bevan University Health Board","Newport 004G","W01002027",2649,"Newport",174900,0.0151457975986278,"6B9",63321,810359.1271,94169,"inhalers",959.04704974271,12273.5353212573,1426.26461406518
"1363","Aneurin Bevan University Health Board","Newport 009F","W01002028",1927,"Newport",174900,0.0110177244139508,"6B9",63321,810359.1271,94169,"inhalers",697.653327615781,8928.31353871755,1037.52809033734
"1364","Aneurin Bevan University Health Board","Newport 009G","W01002029",1929,"Newport",174900,0.0110291595197256,"6B9",63321,810359.1271,94169,"inhalers",698.377409948542,8937.58008105146,1038.60492281304
"1365","Aneurin Bevan University Health Board","Newport 013F","W01002030",1669,"Newport",174900,0.00954259576901086,"6B9",63321,810359.1271,94169,"inhalers",604.246706689537,7732.9295776438,898.616700971984
"1366","Aneurin Bevan University Health Board","Newport 013G","W01002031",1671,"Newport",174900,0.00955403087478559,"6B9",63321,810359.1271,94169,"inhalers",604.970789022298,7742.1961199777,899.693533447684
"1367","Aneurin Bevan University Health Board","Newport 015H","W01002032",1666,"Newport",174900,0.00952544311034877,"6B9",63321,810359.1271,94169,"inhalers",603.160583190395,7719.02976414294,897.001452258433
"1368","Aneurin Bevan University Health Board","Newport 015I","W01002033",1353,"Newport",174900,0.00773584905660377,"6B9",63321,810359.1271,94169,"inhalers",489.841698113208,6268.81588888679,728.477169811321
"1369","Aneurin Bevan University Health Board","Newport 019E","W01002034",1721,"Newport",174900,0.0098399085191538,"6B9",63321,810359.1271,94169,"inhalers",623.072847341338,7973.85967832533,926.614345340195
"1370","Aneurin Bevan University Health Board","Newport 019F","W01002035",1728,"Newport",174900,0.00987993138936535,"6B9",63321,810359.1271,94169,"inhalers",625.607135506003,8006.292576494,930.383259005146
"1371","Cardiff and Vale University Health Board","The Vale of Glamorgan 015A","W01001059",1830,"The Vale of Glamorgan",131808,0.0138838310269483,"6B6",45076,815470.6372,91287,"inhalers",625.827567370721,11321.8565343227,1267.41328295703
"1372","Cardiff and Vale University Health Board","The Vale of Glamorgan 015B","W01001060",1446,"The Vale of Glamorgan",131808,0.0109705025491624,"6B6",45076,815470.6372,91287,"inhalers",494.506372906045,8946.1227041697,1001.46426620539
"1373","Cardiff and Vale University Health Board","The Vale of Glamorgan 015C","W01001061",0,"The Vale of Glamorgan",131808,0,"6B6",45076,815470.6372,91287,"inhalers",0,0,0
"1374","Cardiff and Vale University Health Board","The Vale of Glamorgan 013A","W01001062",1293,"The Vale of Glamorgan",131808,0.00980972323379461,"6B6",45076,815470.6372,91287,"inhalers",442.183084486526,7999.54125621813,895.500204843409
"1375","Cardiff and Vale University Health Board","The Vale of Glamorgan 012A","W01001063",1787,"The Vale of Glamorgan",131808,0.0135575989317796,"6B6",45076,815470.6372,91287,"inhalers",611.122329448895,11055.8238398003,1237.63253368536
"1376","Cardiff and Vale University Health Board","The Vale of Glamorgan 013B","W01001064",1684,"The Vale of Glamorgan",131808,0.0127761592619568,"6B6",45076,815470.6372,91287,"inhalers",575.898154891964,10418.5827343166,1166.29725054625
"1377","Cardiff and Vale University Health Board","The Vale of Glamorgan 012B","W01001065",1753,"The Vale of Glamorgan",131808,0.0132996479728089,"6B6",45076,815470.6372,91287,"inhalers",599.494932022336,10845.4724069222,1214.08496449381
"1378","Cardiff and Vale University Health Board","The Vale of Glamorgan 015D","W01001066",1744,"The Vale of Glamorgan",131808,0.0132313668366108,"6B6",45076,815470.6372,91287,"inhalers",596.41709152707,10789.791145278,1207.85178441369
"1379","Cardiff and Vale University Health Board","The Vale of Glamorgan 009A","W01001067",1512,"The Vale of Glamorgan",131808,0.0114712308812819,"6B6",45076,815470.6372,91287,"inhalers",517.077203204661,9354.45195622724,1047.17425345958
"1380","Cardiff and Vale University Health Board","The Vale of Glamorgan 009B","W01001068",1621,"The Vale of Glamorgan",131808,0.01229819130857,"6B6",45076,815470.6372,91287,"inhalers",554.353271425103,10028.8139028071,1122.66498998543
"1381","Cardiff and Vale University Health Board","The Vale of Glamorgan 012C","W01001069",1531,"The Vale of Glamorgan",131808,0.011615379946589,"6B6",45076,815470.6372,91287,"inhalers",523.574866472445,9472.00128636502,1060.33318918427
"1382","Cardiff and Vale University Health Board","The Vale of Glamorgan 009C","W01001070",1130,"The Vale of Glamorgan",131808,0.0085730759893178,"6B6",45076,815470.6372,91287,"inhalers",386.439973294489,6991.091739773,782.610387836854
"1383","Cardiff and Vale University Health Board","The Vale of Glamorgan 009D","W01001071",1491,"The Vale of Glamorgan",131808,0.0113119082301529,"6B6",45076,815470.6372,91287,"inhalers",509.895575382374,9224.52901239075,1032.63016660597
"1384","Cardiff and Vale University Health Board","The Vale of Glamorgan 009E","W01001072",2900,"The Vale of Glamorgan",131808,0.022001699441612,"6B6",45076,815470.6372,91287,"inhalers",991.748604030104,17941.7398631343,2008.46913692644
"1385","Cardiff and Vale University Health Board","The Vale of Glamorgan 015E","W01001073",2686,"The Vale of Glamorgan",131808,0.0203781257586793,"6B6",45076,815470.6372,91287,"inhalers",918.564396698228,16617.7631973719,1860.25796613256
"1386","Cardiff and Vale University Health Board","The Vale of Glamorgan 004A","W01001075",1271,"The Vale of Glamorgan",131808,0.00964281378975479,"6B6",45076,815470.6372,91287,"inhalers",434.659474386987,7863.43150553229,880.263542425346
"1387","Cardiff and Vale University Health Board","The Vale of Glamorgan 004B","W01001076",1492,"The Vale of Glamorgan",131808,0.0113194950230639,"6B6",45076,815470.6372,91287,"inhalers",510.237557659626,9230.71581924011,1033.32274217043
"1388","Cardiff and Vale University Health Board","The Vale of Glamorgan 004C","W01001077",1491,"The Vale of Glamorgan",131808,0.0113119082301529,"6B6",45076,815470.6372,91287,"inhalers",509.895575382374,9224.52901239075,1032.63016660597
"1389","Cardiff and Vale University Health Board","The Vale of Glamorgan 004D","W01001078",1355,"The Vale of Glamorgan",131808,0.0102801043942705,"6B6",45076,815470.6372,91287,"inhalers",463.385985676135,8383.12328087825,938.439889839767
"1390","Cardiff and Vale University Health Board","The Vale of Glamorgan 012E","W01001079",1599,"The Vale of Glamorgan",131808,0.0121312818645302,"6B6",45076,815470.6372,91287,"inhalers",546.829661325564,9892.70415212127,1107.42832756737
"1391","Cardiff and Vale University Health Board","The Vale of Glamorgan 012F","W01001080",1777,"The Vale of Glamorgan",131808,0.0134817310026706,"6B6",45076,815470.6372,91287,"inhalers",607.702506676378,10993.9557713067,1230.70677804079
"1392","Cardiff and Vale University Health Board","The Vale of Glamorgan 007A","W01001081",1942,"The Vale of Glamorgan",131808,0.0147335518329692,"6B6",45076,815470.6372,91287,"inhalers",664.129582422918,12014.7789014506,1344.98174617626
"1393","Cardiff and Vale University Health Board","The Vale of Glamorgan 002A","W01001082",1706,"The Vale of Glamorgan",131808,0.0129430687059966,"6B6",45076,815470.6372,91287,"inhalers",583.421764991503,10554.6924850024,1181.53391296431
"1394","Cardiff and Vale University Health Board","The Vale of Glamorgan 002B","W01001083",2041,"The Vale of Glamorgan",131808,0.0154846443311483,"6B6",45076,815470.6372,91287,"inhalers",697.985827870842,12627.2727795369,1413.54672705754
"1395","Cardiff and Vale University Health Board","The Vale of Glamorgan 002C","W01001084",1789,"The Vale of Glamorgan",131808,0.0135727725176014,"6B6",45076,815470.6372,91287,"inhalers",611.806294003399,11068.197453499,1239.01768481428
"1396","Cardiff and Vale University Health Board","The Vale of Glamorgan 002D","W01001085",2057,"The Vale of Glamorgan",131808,0.0156060330177227,"6B6",45076,815470.6372,91287,"inhalers",703.457544306871,12726.2616891266,1424.62793608886
"1397","Cardiff and Vale University Health Board","The Vale of Glamorgan 006A","W01001086",1650,"The Vale of Glamorgan",131808,0.0125182083029862,"6B6",45076,815470.6372,91287,"inhalers",564.270757465404,10208.2313014385,1142.7496813547
"1398","Cardiff and Vale University Health Board","The Vale of Glamorgan 006B","W01001087",1614,"The Vale of Glamorgan",131808,0.0122450837581937,"6B6",45076,815470.6372,91287,"inhalers",551.959395484341,9985.50625486162,1117.81696103423
